PeakID (cmd=annotatePeaks.pl merge_chipseq_chipnexus_q10/merge2chip_q10_given.txt dm3 -go merge_chipseq_chipnexus_q10/GO/merge2chip_q10_given/ -genomeOntology merge_chipseq_chipnexus_q10/GenomeOntology/merge2chip_q10_given/ -annStats merge_chipseq_chipnexus_q10/merge2chip_q10_given_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr3L-13042714-1	chr3L	13042624	13042805	+	0.000000	Elba3_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001300127)	TTS (NM_001300127)	2603	NM_140371	39486	Dm.18896	NM_140371		CG11279	BcDNA:GM21080|Dmel\CG11279	uncharacterized protein	protein-coding
Merged-chr2L-2381321-1	chr2L	2381216	2381427	+	0.000000	wtElba3__elba3Elba3	TTS (NM_134833)	TTS (NM_134833)	224	NM_134834	33424	Dm.4320	NM_134834		Eogt	CG9867|Dmel\CG9867|eogt	EGF-domain O-GlcNAc transferase	protein-coding
Merged-chr3L-10239652-4	chr3L	10239438	10239870	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	promoter-TSS (NR_124847)	promoter-TSS (NR_124847)	-236	NR_124847	19835961		NR_124847		CR44539	Dmel\CR44539	ncRNA	ncRNA
Merged-chr3L-12618300-1	chr3L	12618194	12618407	+	0.000000	wtInsv__insvInsv	Intergenic	Intergenic	-2734	NR_124907	19835082		NR_124907		CR32111	CG32111|Dmel\CR32111	ncRNA	ncRNA
Merged-chr2L-420069-1	chr2L	419964	420174	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_134677)	promoter-TSS (NM_134677)	117	NM_001272893	33214	Dm.2270	NM_057282		RpLP1	CG4087|Dmel\CG4087|LP1|M(2)21C|M(2)21C1-2|RLA1_DROME|RpA2|RpP2|Rplp1|chr2L:420593..420726|rp21C|rpA2|rpP2|rpa2	Ribosomal protein LP1	protein-coding
Merged-chr2R-8859470-3	chr2R	8859144	8859753	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_001299440, intron 3 of 4)	intron (NM_001299440, intron 3 of 4)	8715	NM_001299439	36431	Dm.2703	NM_079001		Psc	49Ea|CG3886|D-Bmi|Dmel\CG3886|PSC|Psc1|Su(z)2-C|dPSC|l(2)49Ea|l(2)Psc|l(2)vr14|psc|vr14	Posterior sex combs	protein-coding
Merged-chr2L-17860688-2	chr2L	17860558	17860801	+	0.000000	wtElba1__elba1Elba1|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_136011, intron 2 of 14)	intron (NM_136011, intron 2 of 14)	14568	NM_136011	35071	Dm.18501	NM_136011		CadN2	CG42829|CG7527|CT23007|DN-Cad2|DN-cad2|DN-like|DNcad2|DmNCad2|Dmel\CG42829|Dmel_CG7527|N-Cad2|NCad2|Ncad2|cadN2	Cadherin-N2	protein-coding
Merged-chr3R-5205375-11	chr3R	5204933	5205957	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_169274, intron 3 of 12)	intron (NM_169274, intron 3 of 12)	-4912	NM_169275	41118	Dm.8026	NM_079564		FER	CG8874|DFER|DFer|Dfer|Dfps|Dm FPS|DmHD-179|Dmel\CG8874|FPS|Fer|FpS95D|Fps85D|HD-179|dFer|dfer|dfps|dfps 85D|dfps85D|fer|fps|fps85D	FER tyrosine kinase	protein-coding
Merged-chr3R-18029356-4	chr3R	18029188	18029514	+	0.000000	wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NR_125231, intron 1 of 1)	intron (NR_125231, intron 1 of 1)	5848	NR_125231	19835724		NR_125231		CR45224	Dmel\CR45224	ncRNA	ncRNA
Merged-chr3L-11641866-3	chr3L	11641408	11642226	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1	promoter-TSS (NM_140233)	promoter-TSS (NM_140233)	-39	NM_140233	39310	Dm.11797	NM_140233		CG7339	Dmel\CG7339|lincRNA.S4825	CG7339	protein-coding
Merged-chr3R-17183858-1	chr3R	17183756	17183960	+	0.000000	wtElba1__elba1Elba1	TTS (NM_163888)	TTS (NM_163888)	1632	NM_001300517	19834930		NM_001300517		pre-mod(mdg4)-I	CG44883|Dmel\CG44883	pre-mod(mdg4)-I	protein-coding
Merged-chr2L-16307479-1	chr2L	16307194	16307765	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_135945)	promoter-TSS (NM_135945)	133	NM_078858	34966	Dm.1927	NM_078858		Syx5	BG:DS02740.12|CG4214|DmSyx5|Dmel\CG4214|II|SED5|SYN5|Sed5|Synx5|Syx|Syx5A|anon-35Fb|anon-35Fd|dSed5|dSed5p|dSyx5|dsed5|l(2)35Ff|sed5|syn5|syx5	Syntaxin 5	protein-coding
Merged-chrU-5293180-6	chrU	5292940	5293453	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-121127	NR_026600	7354439		NR_026600		Su(Ste):CR42406	CR42406|Dmel\CR42406|RR42186	ncRNA	ncRNA
Merged-chr3R-27089836-1	chr3R	27089760	27089912	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001104518)	TTS (NM_001104518)	1516	NM_001104518	50102		NM_001104518		CG18673	Dmel\CG18673	uncharacterized protein	protein-coding
Merged-chr3R-4809894-1	chr3R	4809758	4810031	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_141594)	promoter-TSS (NM_141594)	143	NM_141593	41071	Dm.1110	NM_141593		RagA-B	CG11968|Dmel\CG11968|Gtr1|Rag|RagA|RagA/B|dRagA|dRagB|rag|ragA	Ras-related GTP binding A/B	protein-coding
Merged-chrX-17719988-1	chrX	17719865	17720111	+	0.000000	wtInsv__insvInsv	intron (NM_001272733, intron 1 of 8)	intron (NM_001272733, intron 1 of 8)	1565	NM_078666	32760	Dm.6250	NM_078666		Socs16D	CG8146|Dmel\CG8146|SOCS|SOCS16D|Socs 16D|Socs16E|dmSocs16D|socs16D	Suppressor of Cytokine Signaling at 16D	protein-coding
Merged-chr3R-21319180-2	chr3R	21319017	21319303	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NR_074059)	promoter-TSS (NR_074059)	-176	NR_074059	14462519		NR_074059		CR44179	Dmel\CR44179	ncRNA	ncRNA
Merged-chrX-1936103-1	chrX	1935899	1936307	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_057433)	promoter-TSS (NM_057433)	202	NM_001297870	31169	Dm.2215	NM_130615		CG4313	Dmel\CG4313|EG:22E5.10	CG4313	protein-coding
Merged-chr3L-15613065-2	chr3L	15612666	15613464	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_140532)	promoter-TSS (NM_140532)	64	NM_140532	39697	Dm.4019	NM_140532		CG7372	Dmel\CG7372	CG7372	protein-coding
Merged-chr2L-21778381-4	chr2L	21778251	21778530	+	0.000000	wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_165400, intron 1 of 3)	intron (NM_165400, intron 1 of 3)	5675	NM_136280	35429	Dm.34133	NM_136280		CG11630	Dmel\CG11630|gi7302136	uncharacterized protein	protein-coding
Merged-chrX-12495297-13	chrX	12494071	12496014	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_001298228, intron 2 of 11)	intron (NM_001298228, intron 2 of 11)	4108	NM_001103493	32209	Dm.31053	NM_132584		Sec16	BcDNA:RE70141|CG18079|CG2551|CG32654|Dmel\CG32654|dSec16|dsec16|sec16|sec26	Secretory 16	protein-coding
Merged-chr2LHet-245556-1	chr2LHet	245459	245653	+	0.000000	Elba3_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-76463	NM_001015387	3355096	Dm.11217	NM_001015387		Tim23	BEST:GH02609|BcDNA:SD19278|CG40042|Dmel\CG40042|LP07554	Translocase of inner mitochondrial membrane 23	protein-coding
Merged-chrX-9144437-5	chrX	9144191	9144863	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_132321)	promoter-TSS (NM_132321)	74	NM_001298117	31873	Dm.19058	NM_132321		CG17754	BcDNA:LP02641|Dmel\CG17754	uncharacterized protein	protein-coding
Merged-chr2R-8507568-1	chr2R	8507382	8507754	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001299427)	TTS (NM_001299427)	-3663	NM_001043073	246420	Dm.38372	NM_001043073		CG30054	Dmel\CG30054|GNAQ/11/14	uncharacterized protein	protein-coding
Merged-chr3R-9854724-1	chr3R	9854528	9854921	+	0.000000	wtInsv__insvInsv	promoter-TSS (NM_142070)	promoter-TSS (NM_142070)	-226	NM_142070	41706	Dm.11843	NM_142070		Cyp6d5	6d5|CG3050|CYP6d5|Dmel\CG3050|cyp6d5	Cyp6d5	protein-coding
Merged-chr3L-22256638-2	chr3L	22256521	22256766	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1	promoter-TSS (NM_141128)	promoter-TSS (NM_141128)	174	NM_079488	40457	Dm.2501	NM_079488		Ddx1	CG9054|DDX1|Dbp79E|DmDDX1|DmRH12|Dmel\CG9054|anon-79E	Dead-box-1	protein-coding
Merged-chr3R-666853-4	chr3R	666609	667117	+	0.000000	wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-9844	NM_141246	40604	Dm.27895	NM_141246		CG14659	Dmel\CG14659	uncharacterized protein	protein-coding
Merged-chr3L-13830672-10	chr3L	13830321	13831044	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001259815)	promoter-TSS (NM_001259815)	-174	NM_001259815	12798242		NM_001259815		CG43184	Dmel\CG43184|chr3L_13830834_13831226.0	uncharacterized protein	protein-coding
Merged-chr3L-5125118-7	chr3L	5124911	5125311	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	TTS (NM_144202)	TTS (NM_144202)	466	NM_144201	50315	Dm.20603	NM_144201		CG15212	BcDNA:RE28658|Dmel\CG15212	uncharacterized protein	protein-coding
Merged-chr2R-5582348-1	chr2R	5582203	5582494	+	0.000000	wtInsv__insvInsv	Intergenic	Intergenic	-1515	NM_057962	35998	Dm.5488	NM_057962		Uba1	2/31|CG1782|DmUba1|Dmel\CG1782|E1|FBtr0088499|UBA-1|Uba 1|l(2)03405|l(2)05642|l(2)s3484|uba-1|uba1	Ubiquitin activating enzyme 1	protein-coding
Merged-chr2R-13624685-1	chr2R	13624580	13624791	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_137412)	promoter-TSS (NM_137412)	89	NM_137412	37019	Dm.21580	NM_137412		CG6406	Dmel\CG6406	CG6406	protein-coding
Merged-chr3R-21046619-2	chr3R	21046206	21047006	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_143096)	promoter-TSS (NM_143096)	-705	NM_143096	43031	Dm.7685	NM_143096		CG11851	Dmel\CG11851|dAlg9	uncharacterized protein	protein-coding
Merged-chr3R-1584639-1	chr3R	1584417	1584861	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_169098)	promoter-TSS (NM_169098)	80	NM_169098	40712	Dm.11594	NM_169098		Sec8	CG2095|Dmel\CG2095|Sec8p|dsec8|fun|sec8	Secretory 8	protein-coding
Merged-chr2R-17433067-1	chr2R	17432721	17433414	+	0.000000	wtElba3__elba3Elba3	intron (NM_057410, intron 1 of 4)	intron (NM_057410, intron 1 of 4)	-1081	NM_057411	37455		NM_057410		Egfr	C-erb|CG10079|D-EGFR|D-Egf|DEGFR|DER|DER flb|DER/EGFR|DER/top|DER/torpedo|DER1|DEgfr|Degfr|Der|DmHD-33|Dmel\CG10079|EC2-4|EFG-R|EGF-R|EGFR|EGFr|EGfr|EK2-6|Egf|Egf-r|EgfR|El|Elp|Elp-1|Elp-B1|Elp-B1RB1|Flb|HD-33|TOP|Tor|Torpedo/DER|Torpedo/Egfr|c-erbB|d-egf-r|dEGFR|dEGFR1|dEGFr|dEgfr|degfr|der|egfr|flb|l(2)05351|l(2)09261|l(2)57DEFa|l(2)57EFa|l(2)57Ea|mor1|top|top/DER|top/flb|torpedo/Egfr|torpedo/egfr	Epidermal growth factor receptor	protein-coding
Merged-chr3R-10567387-1	chr3R	10567213	10567562	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_142132)	promoter-TSS (NM_142132)	83	NM_001260176	41788	Dm.1201	NM_142132		jvl	CG33330|CG3563|CG43162|Dmel\CG43162|Dmel_CG33330|Dmel_CG3563|Jvl|anon-WO0153538.4|anon-WO0153538.5	javelin-like	protein-coding
Merged-chr3R-12759134-20	chr3R	12757781	12761242	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	5' UTR (NM_080157, exon 1 of 5)	5' UTR (NM_080157, exon 1 of 5)	453	NM_080157	47763	Dm.1763	NM_080157		Abd-B	9|ABD-B|ABDB|Abd B|Abd-b|Abd0B|AbdB|AbdB(CA)[[26]]|AbdB-I|AbdB-II|AbdBm|Abdb|AdbB|BX-C|CG10291|CG11648|DROABDB|DmAbdB|Dmel\CG11648|Droabdb|FAB|Fab-6|Fab-7|Fab-8|Fab7|IAB 5|IAB5|IAB7|IAB8|Iab-7|MCP|Mc|Mcp|Sab|Tab|Uab-5[Sab]|abd-B|abdB|bex|iab|iab-5|iab-6|iab-7|iab-8|iab5|iab6|iab7|iab8|iab8.9|iab9|l(3)89Ed|pH189|tuh-3|twig	Abdominal B	protein-coding
Merged-chr3R-20145005-4	chr3R	20144598	20145931	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	non-coding (NR_133441, exon 1 of 1)	non-coding (NR_133441, exon 1 of 1)	240	NR_133441	26067410		NR_133441		CR46093	Dmel\CR46093	ncRNA	ncRNA
Merged-chr3R-22771276-1	chr3R	22771116	22771437	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_143256)	promoter-TSS (NM_143256)	20	NM_143256	43238	Dm.16423	NM_143256		CG14252	Dmel\CG14252	uncharacterized protein	protein-coding
Merged-chr2L-12076127-7	chr2L	12075949	12076365	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_135702)	promoter-TSS (NM_135702)	57	NM_135702	34628		NM_135702		CG14947	Dmel\CG14947	uncharacterized protein	protein-coding
Merged-chrX-4086653-1	chrX	4086560	4086746	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_167004, intron 2 of 7)	intron (NM_167004, intron 2 of 7)	13473	NM_001297926	31364	Dm.1687	NM_080327		Fas2	1D4|Ab 1D4|CG3665|CT12301|Dmel\CG3665|EG:EG0007.3|FAS 11|FAS II|FAS2|FASII|Fas|Fas 2|Fas II|Fas-II|FasII|FascII|Fasii|MAB1D4|anon-EST:Liang-1.60|clone 1.60|fas II|fas-II|fas2|fasII|fasciclin II|l(1)G0032|l(1)G0048|l(1)G0081|l(1)G0293|l(1)G0336|mAB1D4|mAb 1D4|mAb1D4	Fasciclin 2	protein-coding
Merged-chr2R-4613104-3	chr2R	4612792	4613368	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NR_048066)	TTS (NR_048066)	670	NR_048066	12798382		NR_048066		snoRNA:gcl-a	CR43578|Dmel\CR43578|ncRNA_47	ncRNA	ncRNA
Merged-chr3L-15581221-1	chr3L	15581056	15581386	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_001144484)	promoter-TSS (NM_001144484)	54	NM_140526	39691	Dm.970	NM_140526		CG7656	Dmel\CG7656	CG7656	protein-coding
Merged-chr2R-13567754-1	chr2R	13567560	13567948	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_001169707)	promoter-TSS (NM_001169707)	-994	NM_001169707	37007	Dm.2981	NM_137400		Sema1b	BcDNA:GH03186|CG6446|D-semaIII|Dmel\CG6446|Sema 1b|Sema III|Sema-1b|sema-III|sema1b	Semaphorin 1b	protein-coding
Merged-chr2R-2056012-5	chr2R	2055830	2056218	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_165461, intron 1 of 6)	intron (NM_165461, intron 1 of 6)	568	NM_165461	35540	Dm.4159	NM_165461		EcR	CG1765|CG8347|DEcR|Dhr23|DmEcR|Dmel\CG1765|ECR|ECR-C|EcR-A|EcR-B|EcR-B1|EcR1b|EcRA|EcRB|EcRB-1|EcRB1|EcRC|EcdR|Ecr|Ecr1B|NR1H1|anon-WO0229075.1|dECR|dmEcR|ecr|lie|ms(2)06410|ms(2)42A|snt	Ecdysone receptor	protein-coding
Merged-chrX-6664900-1	chrX	6664801	6665000	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_143710)	promoter-TSS (NM_143710)	-358	NM_143710	44007	Dm.3357	NM_143710		COQ7	CG14437|Dclk1|Dmel\CG14437	COQ7	protein-coding
Merged-chr3L-5841679-1	chr3L	5841574	5841785	+	0.000000	wtInsv__insvInsv	Intergenic	Intergenic	-2915	NM_001014565	38657	Dm.2441	NM_079218		vn	CG10491|CT29452|Dm vn|Dmel\CG10491|P1749|Vein|Vn|ddd|l(3)10567|l(3)10568|l(3)L6A|l(3)ddd|l(3)rF264|l(3)vn10567|wvn	vein	protein-coding
Merged-chr3R-17279129-1	chr3R	17279051	17279207	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-6870	NM_079711	42542	Dm.2383	NM_079711		lbe	CG6545|Dmel\CG6545|Hox11-D125|Lb|Lbe|NK?|lb	ladybird early	protein-coding
Merged-chr3R-4828888-1	chr3R	4828814	4828963	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_141600)	promoter-TSS (NM_141600)	484	NM_001275466	41075	Dm.17068	NM_169249		CG31100	CG11976|CG11978|Dmel\CG31100	uncharacterized protein	protein-coding
Merged-chr2L-6907969-1	chr2L	6907667	6908271	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_135238)	promoter-TSS (NM_135238)	-114	NM_135238	33964	Dm.8576	NM_135238		Rat1	CG10354|Dmel\CG10354|RAT1|XRN2|Xrn2|dRAT1|dhp1	Rat1 5'-3' exoribonuclease	protein-coding
Merged-chr2R-12687760-1	chr2R	12687625	12687895	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-3848	NM_137315	36882	Dm.23931	NM_137315		CG15615	Dmel\CG15615	uncharacterized protein	protein-coding
Merged-chr2L-8849432-2	chr2L	8849154	8849711	+	0.000000	wtInsv__insvInsv	Intergenic	Intergenic	3232	NR_124148	19835934		NR_124148		CR45365	Dmel\CR45365	ncRNA	ncRNA
Merged-chr2R-9870803-2	chr2R	9870631	9871114	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1	promoter-TSS (NM_137078)	promoter-TSS (NM_137078)	-28	NM_001274031	36552	Dm.12554	NM_137078		CG8067	Dmel\CG8067	CG8067	protein-coding
Merged-chr2R-20757744-1	chr2R	20757576	20757913	+	0.000000	wtElba3__elba3Elba3	exon (NM_001038884, exon 1 of 2)	exon (NM_001038884, exon 1 of 2)	113	NM_001038884	37978		NM_001038884		Atf-2	ATF-2|ATF2|Atf2|CG12850|CG30420|CG44246|DM5|Dmel\CG44246|Dmel_CG30420|atf-2|dATF-2|dATF2	Activating transcription factor-2	protein-coding
Merged-chr3L-22260821-4	chr3L	22260404	22261360	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	exon (NM_079489, exon 1 of 5)	exon (NM_079489, exon 1 of 5)	214	NM_001275277	40459	Dm.5140	NM_079489		Csp	CG6395|CSP|CSP32|Cys|D-CSP|D.M.CSP|DCSP-1|DNAJC5|DSP/DNAJC5|Dcsp|Dmel\CG6395|MAB ab49|ab49|anon-WO02059370.50|csp|csp29|csp32|l(3)03988	Cysteine string protein	protein-coding
Merged-chrX-9783893-2	chrX	9783729	9784055	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_001103458, intron 1 of 4)	intron (NM_001103458, intron 1 of 4)	5417	NM_132360	31923	Dm.20570	NM_132360		CG9691	BcDNA:RH12290|CT27394|Dmel\CG9691	CG9691	protein-coding
Merged-chr2L-3423051-8	chr2L	3421862	3424408	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_134929)	promoter-TSS (NM_134929)	-178	NM_134929	33556		NM_134929		pgant2	CG3254|Dmel\CG3254|PGANT2	polypeptide GalNAc transferase 2	protein-coding
Merged-chr3R-11189581-2	chr3R	11189411	11189715	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001104331)	promoter-TSS (NM_001104331)	16	NM_001104331	41872	Dm.31310	NM_142198		CG6171	Dmel\CG6171|anon-Becker2	CG6171	protein-coding
Merged-chr3L-21040868-3	chr3L	21040351	21041386	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_001170016)	promoter-TSS (NM_001170016)	-458	NM_001170016	40327	Dm.1023	NM_168881		siz	CG10577|CG12980|CG12981|CG32434|Dmel\CG32434|Loner|loner	schizo	protein-coding
Merged-chr2L-14022488-1	chr2L	14022441	14022535	+	0.000000	Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NR_124244)	promoter-TSS (NR_124244)	-455	NR_124244	19835001		NR_124244		CR45352	Dmel\CR45352	ncRNA	ncRNA
Merged-chr2R-3916073-6	chr2R	3915866	3916235	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	TTS (NR_124461)	TTS (NR_124461)	888	NR_124461	14462567		NR_073857		CR43724	Dmel\CR43724|lincRNA.263	ncRNA	ncRNA
Merged-chr3L-7905633-1	chr3L	7905496	7905770	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_139904)	promoter-TSS (NM_139904)	70	NM_139904	38880	Dm.31146	NM_139904		CG8281	Dmel\CG8281	CG8281	protein-coding
Merged-chrX-1063788-2	chrX	1063541	1064107	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-1037	NM_001272191	31060	Dm.11877	NM_130530		CG11378	Dmel\CG11378|EG:BACR42I17.2	uncharacterized protein	protein-coding
Merged-chr2L-8071619-2	chr2L	8071431	8071761	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_057638)	promoter-TSS (NM_057638)	28	NM_057638	46243	Dm.7936	NM_057638		poe	3420|CG14472|Calo|Dmel\CG14472|POE|POE_DROME|Poe|calo|ms(2)01659|ms(2)27C|ms(2)3420|ms(2)5970|push	purity of essence	protein-coding
Merged-chr2L-17262393-1	chr2L	17262237	17262549	+	0.000000	wtInsv__insvInsv	Intergenic	Intergenic	-1659	NM_135986	35037	Dm.12527	NM_135986		beat-IIIc	BcDNA:RE14414|Beat-IIIC|Beat-IIIc|CG15138|CG6365|Dmel\CG15138|beat IIIc	beat-IIIc	protein-coding
Merged-chr2R-9472524-1	chr2R	9472328	9472720	+	0.000000	wtInsv__insvInsv	intron (NM_001274028, intron 2 of 8)	intron (NM_001274028, intron 2 of 8)	6983	NR_124544	19836178		NR_124544		CR44366	Dmel\CR44366	ncRNA	ncRNA
Merged-chr3L-5139191-9	chr3L	5138160	5140406	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_139687)	promoter-TSS (NM_139687)	85	NM_079208	38595	Dm.2902	NM_079208		AlaRS-m	Aats-ala-m|AlaS|CG4633|Dm mt AlaRS|Dmel\CG4633	Alanyl-tRNA synthetase, mitochondrial	protein-coding
Merged-chr2R-14334062-3	chr2R	14333959	14334255	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001144227)	promoter-TSS (NM_001144227)	54	NM_137490	37122	Dm.6593	NM_137490		CG5189	Dmel\CG5189|dp14|p14	CG5189	protein-coding
Merged-chr3R-23373316-1	chr3R	23373196	23373436	+	0.000000	wtInsv__insvInsv	TTS (NM_079808)	TTS (NM_079808)	1542	NM_170335	43309	Dm.27432	NM_170335		Gr98d	98B.1|CG12884|CG31061|Dmel\CG31061|GR98B.1|GR98d|Gr98A1|Gr98B1	Gustatory receptor 98d	protein-coding
Merged-chr2L-4351344-2	chr2L	4351201	4351545	+	0.000000	wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed	TTS (NR_124072)	TTS (NR_124072)	374	NR_124072	19836091		NR_124072		CR44700	Dmel\CR44700	ncRNA	ncRNA
