PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q10_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q10_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Insv_ChIPnexus_peak_7605c	chr3L	16412310	16413008	+	407	NA	promoter-TSS (NM_140638)	promoter-TSS (NM_140638)	-38	NM_176337	39834	Dm.4225	NM_176337		CG33158	CG10162|CG4638|Dmel\CG33158	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_4141b	chr2R	11088641	11089252	+	407	NA	promoter-TSS (NM_001144199)	promoter-TSS (NM_001144199)	-66	NM_137173	36683	Dm.635	NM_137173		CG11807	CT14564|Dmel\CG11807	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7996a	chr3L	19623945	19624319	+	407	NA	intron (NM_176362, intron 2 of 7)	intron (NM_176362, intron 2 of 7)	2064	NM_001202203	40143	Dm.12913	NM_140880		wnd	CG8789|DLK|DLK/ZPK|Dmel\CG8789|MAPKKK|Wnd|Wnd/DLK	wallenda	protein-coding
Insv_ChIPnexus_peak_3438b	chr2R	6432793	6433091	+	407	NA	non-coding (NR_133110, exon 1 of 1)	non-coding (NR_133110, exon 1 of 1)	1823	NR_133110	26067584		NR_133110		acal	CR46278|Dmel\CR46278	ncRNA	ncRNA
Insv_ChIPnexus_peak_12774	chrX	3238604	3238825	+	407	NA	TTS (NM_166963)	TTS (NM_166963)	3719	NR_123781	19835523		NR_123781		CR44886	Dmel\CR44886	ncRNA	ncRNA
Insv_ChIPnexus_peak_12698c	chrX	2313559	2313894	+	407	NA	Intergenic	Intergenic	6162	NM_166939	318215		NM_166939		CG32797	Dmel\CG32797	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_3942	chr2R	9626297	9626618	+	407	NA	intron (NM_001299462, intron 10 of 11)	intron (NM_001299462, intron 10 of 11)	-15012	NM_137054	36522	Dm.23919	NM_137054		CG6280	Dmel\CG6280	CG6280	protein-coding
Insv_ChIPnexus_peak_4881c	chr2R	16884093	16884970	+	406	NA	TTS (NM_057343)	TTS (NM_057343)	385	NM_166416	37379	Dm.13565	NM_137690		CG10543	Dmel\CG10543	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2354a	chr2L	19425903	19427128	+	406	NA	promoter-TSS (NM_136119)	promoter-TSS (NM_136119)	59	NM_136119	35218	Dm.13520	NM_136119		CG16771	Dmel\CG16771	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9008b	chr3R	2737933	2738372	+	406	NA	intron (NM_206446, intron 2 of 6)	intron (NM_206446, intron 2 of 6)	-7748	NR_125091	19835097		NR_125091		CR43252	CG43252|Dmel\CR43252	ncRNA	ncRNA
Insv_ChIPnexus_peak_10270e	chr3R	12544562	12546074	+	406	NA	intron (NM_169728, intron 1 of 2)	intron (NM_169728, intron 1 of 2)	14830	NM_169728	42034	Dm.21668	NM_080500		Ubx	BX-C|Bxl|CG10388|Cbx|DUbx|Dm Ubx|DmUbx|Dmel\CG10388|Hm|UBX|UBx|Uab|Ubx1b|abx|bx|bx[D]|bxd|bxd[D]|bxl|l(3)89Eb|pbx|ubx	Ultrabithorax	protein-coding
Insv_ChIPnexus_peak_14575a	chrX	19085020	19085842	+	406	NA	TTS (NM_133131)	TTS (NM_133131)	1184	NM_133130	32906	Dm.5291	NM_133130		HP1D3csd	CG14193|Dmel\CG14193	Heterochromatin Protein 1D3 chromoshadow domain	protein-coding
Insv_ChIPnexus_peak_6163b	chr3L	4690418	4690897	+	406	NA	promoter-TSS (NM_139667)	promoter-TSS (NM_139667)	-587	NM_139667	38572	Dm.7878	NM_139667		CG18418	Dmel\CG18418|anon-WO0140519.190	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2354d	chr2L	19425903	19427128	+	405	NA	promoter-TSS (NM_136119)	promoter-TSS (NM_136119)	59	NM_136119	35218	Dm.13520	NM_136119		CG16771	Dmel\CG16771	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_10732f	chr3R	16382356	16383561	+	405	NA	promoter-TSS (NM_142635)	promoter-TSS (NM_142635)	418	NM_001300501	42429	Dm.18589	NM_142634		att-ORFA	CG4241|Dmel\CG4241|att	alternative testis transcripts open reading frame A	protein-coding
Insv_ChIPnexus_peak_8159a	chr3L	20596527	20597448	+	405	NA	intron (NM_176374, intron 2 of 3)	intron (NM_176374, intron 2 of 3)	16772	NM_001316439	40285	Dm.1017	NM_176374		knrl	CG4761|Dmel\CG4761|Knrl|NR0A2|knl	knirps-like	protein-coding
Insv_ChIPnexus_peak_6387b	chr3L	7129225	7129841	+	404	NA	intron (NM_079229, intron 1 of 9)	intron (NM_079229, intron 1 of 9)	1917	NM_001014572	38785	Dm.9528	NM_079229		melt	1441/14|CG8624|Dmel\CG8624|Melt|Q9VS24_DROME|anon-WO03014152.10|dMelt	melted	protein-coding
Insv_ChIPnexus_peak_13643c	chrX	11018325	11019334	+	404	NA	promoter-TSS (NM_132458)	promoter-TSS (NM_132458)	-70	NM_132457	32046		NM_132457		CG11122	Dmel\CG11122	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5538b	chr3L	161943	162508	+	404	NA	intron (NM_001169831, intron 1 of 3)	intron (NM_001169831, intron 1 of 3)	1421	NM_001169831	38021	Dm.792	NM_167797		p130CAS	CG1212|CT1293|DCas|Dcas|Dmel\CG1212|p130Cas	p130CAS	protein-coding
Insv_ChIPnexus_peak_14296d	chrX	16549261	16550304	+	403	NA	promoter-TSS (NM_132914)	promoter-TSS (NM_132914)	279	NM_206765	32640	Dm.4956	NM_078653		r	ACT|CAD|CG18572|CG4601|CPS|DHO|DRORUD|Dmel\CG18572|GAT|PYR1|Su(b)|csp2|fs(1)829|fs(1)M34|l(1)Ab	rudimentary	protein-coding
Insv_ChIPnexus_peak_336	chr2L	2957001	2957316	+	403	NA	5' UTR (NM_134298, exon 1 of 8)	5' UTR (NM_134298, exon 1 of 8)	247	NM_001273045	33498	Dm.4071	NM_057588		Rbp9	CG15402|CG3151|Dmel\CG3151|RBP9|RBP9-2|RRM10|RRM9|Rbp10|Rpb9|fes|fs(2)B|rbp|rbp9|rbp9a|rrm10|rrm9	RNA-binding protein 9	protein-coding
Insv_ChIPnexus_peak_7021b	chr3L	12330042	12330408	+	403	NA	promoter-TSS (NR_124903)	promoter-TSS (NR_124903)	-227	NR_124903	19835633		NR_124903		CR45444	Dmel\CR45444	ncRNA	ncRNA
Insv_ChIPnexus_peak_1307	chr2L	10033530	10033805	+	403	NA	intron (NM_135495, intron 2 of 5)	DNAREP1_DM|LINE|Penelope	977	NM_135495	34336	Dm.3170	NM_135495		obst-B	BEST:CK00178|BcDNA:GH02976|CG4778|CK00178|Dmel\CG4778	obstructor-B	protein-coding
Insv_ChIPnexus_peak_8726a	chr3R	795009	795625	+	403	NA	Intergenic	Intergenic	4150	NM_141252	40613	Dm.7223	NM_141252		CG1124	CT1789|Dmel\CG1124	CG1124	protein-coding
Insv_ChIPnexus_peak_7969b	chr3L	19287404	19288399	+	403	NA	promoter-TSS (NM_001144502)	promoter-TSS (NM_001144502)	34	NM_001144502	43927	Dm.3445	NM_080528		fal	CG9670|Dmel\CG9670|Q9VVY4_DROME	falten	protein-coding
Insv_ChIPnexus_peak_10822b	chr3R	16981642	16982190	+	403	NA	promoter-TSS (NM_001170201)	promoter-TSS (NM_001170201)	-168	NM_001170200	42515	Dm.16656	NM_080509		SNF4Agamma	0050/42|0127/19|AMPK&ggr|AMPK-&ggr|AMPKgamma|AMPgamma|CG17299|CG5806|Dmel\CG17299|EP3015b|FBgn0025803|SNF4|SNF4A|SNF4A-gamma|SNF4Ag|SNF4a|SNF4gamma|Snfg|Snfgamma|anon-WO0118547.338|anon-WO0118547.575|anon-WO0257455.21|l(3)S005042|l(3)S012719|loe|loeI|snf4	SNF4/AMP-activated protein kinase gamma subunit	protein-coding
Insv_ChIPnexus_peak_3538	chr2R	7167103	7167413	+	402	NA	promoter-TSS (NM_136818)	promoter-TSS (NM_136818)	28	NM_080247	53433	Dm.20362	NM_080247		Vhl	BcDNA:RH61560|CG13221|DVhl|Dmel\CG13221|Dvhl|VHL|d-VHL|d-vhl|dVHL|dmVHL|vhl	von Hippel-Lindau	protein-coding
Insv_ChIPnexus_peak_6778b	chr3L	10420420	10420724	+	402	NA	Intergenic	Intergenic	4511	NM_140136	39194	Dm.15422	NM_140136		Ir67b	CG12303|DmelIR67b|Dmel\CG12303|IR67b	Ionotropic receptor 67b	protein-coding
Insv_ChIPnexus_peak_96	chr2L	490173	490395	+	402	NA	promoter-TSS (NR_133060)	promoter-TSS (NR_133060)	-551	NR_133060	26067568		NR_133060		CR46258	Dmel\CR46258	ncRNA	ncRNA
Insv_ChIPnexus_peak_305b	chr2L	2807140	2807709	+	402	NA	promoter-TSS (NM_078737)	promoter-TSS (NM_078737)	-898	NM_078737	33474	Dm.6843	NM_078737		daw	ALP23B|Alp|Alp23B|Alp23b|CG16987|DAW|Daw|Dmel\CG16987|cg16987	dawdle	protein-coding
Insv_ChIPnexus_peak_97b	chr2L	490573	491425	+	401	NA	promoter-TSS (NR_133061)	promoter-TSS (NR_133061)	164	NM_001272899	33225	Dm.4716	NM_057432		ush	CG2762|Dmel\CG2762|FOG|USH|Ush|ZFPM2|dFOG|l(2)19|u-sh|ushaped	u-shaped	protein-coding
Insv_ChIPnexus_peak_14029c	chrX	14732861	14734157	+	401	NA	promoter-TSS (NM_078602)	promoter-TSS (NM_078602)	100	NM_001272623	32425	Dm.6791	NM_078602		Flo2	CG11547|CG14409|CG32593|DmFlo2|Dmel\CG32593|FLO2|FLO[Dm]-2|Flo|Flo-2|flo2|mdcds_54791|reggie-1	Flotillin 2	protein-coding
Insv_ChIPnexus_peak_7604c	chr3L	16410016	16410628	+	401	NA	promoter-TSS (NM_140637)	promoter-TSS (NM_140637)	-45	NM_140637	39828	Dm.13630	NM_140637		GluRS-m	CG4573|Dmel\CG4573	Glutamyl-tRNA synthetase, mitochondrial	protein-coding
Insv_ChIPnexus_peak_1308	chr2L	10034293	10034584	+	401	NA	intron (NM_135495, intron 2 of 5)	intron (NM_135495, intron 2 of 5)	1748	NM_135495	34336	Dm.3170	NM_135495		obst-B	BEST:CK00178|BcDNA:GH02976|CG4778|CK00178|Dmel\CG4778	obstructor-B	protein-coding
Insv_ChIPnexus_peak_7147c	chr3L	13220728	13221885	+	401	NA	promoter-TSS (NM_001043139)	promoter-TSS (NM_001043139)	-486	NM_079332	39493	Dm.2067	NM_079332		caps	BcDNA:LD07388|CAPS|CG11282|CT31495|Caps|Dmel\CG11282|l(3)02937|l(3)rM632	capricious	protein-coding
Insv_ChIPnexus_peak_12632a	chrX	2006210	2006991	+	401	NA	3' UTR (NM_057783, exon 8 of 8)	3' UTR (NM_057783, exon 8 of 8)	4318	NM_166928	45278	Dm.5129	NM_057782		csw	19-106|CG3954|CSW|Csw|Csw/Shp2|Dmel\CG3954|E(sev)1A|EG:BACN25G24.2|SHP-2|Shp-2|Shp2/csw|anon-WO03040301.207|anon-WO03040301.209|anon-WO03040301.219|csw/SHP-2|l(1)2Db|l(1)2Dd|l(1)G0170|l(1)GA114|l(1)csw	corkscrew	protein-coding
Insv_ChIPnexus_peak_6885c	chr3L	11208731	11209601	+	401	NA	intron (NM_001300101, intron 1 of 6)	intron (NM_001300101, intron 1 of 6)	287	NM_001259787	39268	Dm.15398	NM_140197		CG42671	CG18490|CG34240|Dmel\CG42671|Dmel_CG18490|Dmel_CG34240	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_3793b	chr2R	8774234	8774770	+	401	NA	5' UTR (NM_078999, exon 2 of 8)	5' UTR (NM_078999, exon 2 of 8)	2365	NM_078999	36421		NM_078999		vg	CG3830|Dmel\CG3830|VG|Vg|vg21	vestigial	protein-coding
Insv_ChIPnexus_peak_1772b	chr2L	13930581	13931042	+	401	NA	exon (NM_001201872, exon 2 of 2)	exon (NM_001201872, exon 2 of 2)	551	NM_001201872	10178864		NM_001201872		CG42711	Dmel\CG42711	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_233b	chr2L	2009510	2009929	+	400	NA	promoter-TSS (NM_001103583)	promoter-TSS (NM_001103583)	-140	NM_001103583	33377	Dm.13322	NM_134796		CG4238	Dmel\CG4238	CG4238	protein-coding
Insv_ChIPnexus_peak_7147b	chr3L	13220728	13221885	+	400	NA	promoter-TSS (NM_001043139)	promoter-TSS (NM_001043139)	-486	NM_079332	39493	Dm.2067	NM_079332		caps	BcDNA:LD07388|CAPS|CG11282|CT31495|Caps|Dmel\CG11282|l(3)02937|l(3)rM632	capricious	protein-coding
Insv_ChIPnexus_peak_3030	chr2R	3288424	3288630	+	400	NA	promoter-TSS (NM_001103738)	promoter-TSS (NM_001103738)	279	NM_001103737	35658	Dm.34126	NM_001103737		CG11112	CT8227|Dmel\CG11112	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5720c	chr3L	1302612	1303458	+	400	NA	promoter-TSS (NM_138250)	promoter-TSS (NM_138250)	91	NM_138250	38147	Dm.4949	NM_138250		CG9149	ACAT|Dmel\CG9149	CG9149	protein-coding
Insv_ChIPnexus_peak_11741d	chr3R	25443877	25444887	+	400	NA	promoter-TSS (NM_143446)	promoter-TSS (NM_143446)	-405	NM_143446	43483	Dm.4372	NM_143446		CG1907	CG 1907|Dmel\CG1907	CG1907	protein-coding
Insv_ChIPnexus_peak_9548	chr3R	6697857	6698216	+	400	NA	promoter-TSS (NM_141774)	promoter-TSS (NM_141774)	67	NM_079586	41311	Dm.1782	NM_079586		Fdh	ADHX|ADHX_DROME|CG6598|Dmel\CG6598|GSNOR|ODH|Odh|fdh|gfd|gfd/odh|odh	Formaldehyde dehydrogenase	protein-coding
Insv_ChIPnexus_peak_9064b	chr3R	2987945	2989473	+	400	NA	promoter-TSS (NM_057263)	promoter-TSS (NM_057263)	-51	NR_133350	26067237		NR_133350		CR45909	Dmel\CR45909	ncRNA	ncRNA
Insv_ChIPnexus_peak_2719b	chr2L	22179395	22179891	+	399	NA	intron (NM_001259202, intron 1 of 2)	intron (NM_001259202, intron 1 of 2)	4228	NM_136294	35447	Dm.26854	NM_136294		CG3635	Dmel\CG3635	CG3635	protein-coding
Insv_ChIPnexus_peak_2994	chr2R	3005302	3005600	+	399	NA	intron (NM_001273831, intron 1 of 5)	intron (NM_001273831, intron 1 of 5)	11266	NM_001273831	53557	Dm.1620	NM_080251		esn	CG12833|CG12835|CG43722|Dm_2R:11728|Dmel\CG43722|Dmel_CG12833|Dmel_CG12835	espinas	protein-coding
Insv_ChIPnexus_peak_8022	chr3L	19800132	19800598	+	399	NA	promoter-TSS (NM_079443)	promoter-TSS (NM_079443)	33	NM_079443	40160	Dm.29732	NM_079443		Kap-alpha1	CG8548|Dalpha1|Dmalpha1|Dmel\CG8548|IMPalpha1|Imp-alpha1|Kap alpha1|Kapalpha1S1|Kpna1|alphaKap1|anon-WO0118547.276|imp alpha1|imp-alpha1|impalpha1	karyopherin alpha1	protein-coding
Insv_ChIPnexus_peak_4475a	chr2R	13420276	13420770	+	398	NA	intron (NM_176218, intron 1 of 16)	intron (NM_176218, intron 1 of 16)	2631	NM_176218	36978	Dm.20641	NM_176218		Patronin	BcDNA:LD17191|CG18459|CG18460|CG18462|CG30102|CG33130|CG6516|Dmel\CG33130|Ssp4|l(2)k07433|ssp4	patronin	protein-coding
Insv_ChIPnexus_peak_5729c	chr3L	1334796	1336141	+	398	NA	promoter-TSS (NM_138258)	promoter-TSS (NM_138258)	-109	NM_138258	38157	Dm.20013	NM_138258		CG2211	Dmel\CG2211|anon-WO0118547.230	CG2211	protein-coding
Insv_ChIPnexus_peak_7325e	chr3L	14611044	14612200	+	398	NA	intron (NM_001274914, intron 2 of 7)	intron (NM_001274914, intron 2 of 7)	-1308	NM_140452	39592	Dm.5109	NM_140452		shd	314a1|CG13478|CYP314A1|Cyp314a1|Dmel\CG13478|cyp314a1	shade	protein-coding
Insv_ChIPnexus_peak_3924	chr2R	9458474	9458784	+	398	NA	TTS (NM_137045)	TTS (NM_137045)	1420	NM_137045	36511	Dm.605	NM_137045		CG42807	CG13335|CG6183|Dmel\CG42807|Dmel_CG13335	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5467	chr2RHet	986841	987384	+	397	NA	intron (NM_001276228, intron 1 of 7)	intron (NM_001276228, intron 1 of 7)	18105	NM_001276228	3355066	Dm.29261	NM_001015352		CG17684	CG40072|CG40260|Dmel\CG17684	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_486a	chr2L	4335689	4336192	+	397	NA	intron (NM_078747, intron 1 of 6)	intron (NM_078747, intron 1 of 6)	2027	NM_001103609	33636	Dm.2602	NM_078747		Atet	CG2969|Dmel\CG2969	ABC transporter expressed in trachea	protein-coding
Insv_ChIPnexus_peak_9400b	chr3R	5659231	5659559	+	397	NA	intron (NM_001275513, intron 2 of 2)	intron (NM_001275513, intron 2 of 2)	-8809	NR_037758	10178813		NR_037758		CR42858	Dmel\CR42858	ncRNA	ncRNA
Insv_ChIPnexus_peak_4407b	chr2R	12966161	12966428	+	397	NA	intron (NM_001103885, intron 2 of 8)	intron (NM_001103885, intron 2 of 8)	-2640	NM_137342	36924	Dm.13555	NM_137342		CG30460	CG15607|CG15608|Dmel\CG30460|anon-WO0140519.237	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_4822b	chr2R	16445307	16445747	+	397	NA	intron (NM_001299706, intron 1 of 2)	intron (NM_001299706, intron 1 of 2)	1145	NM_001299706	37322	Dm.36477	NM_137647		lms	CG13424|Dmel\CG13424	lateral muscles scarcer	protein-coding
Insv_ChIPnexus_peak_9007b	chr3R	2733905	2734318	+	397	NA	3' UTR (NM_206454, exon 5 of 5)	3' UTR (NM_206454, exon 5 of 5)	-3707	NR_125091	19835097		NR_125091		CR43252	CG43252|Dmel\CR43252	ncRNA	ncRNA
Insv_ChIPnexus_peak_11816b	chr3R	25979546	25980137	+	397	NA	TTS (NM_001316558)	TTS (NM_001316558)	2060	NM_143516	43584	Dm.4898	NM_143516		CG15529	Dmel\CG15529	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5108a	chr2R	18685935	18687263	+	397	NA	promoter-TSS (NM_137873)	promoter-TSS (NM_137873)	-5	NM_166554	37617	Dm.7300	NM_166554		blw	A2(2nd)27|ATP syn-alpha|ATP5a|ATPA|ATPA_DROME|ATPsyn-alpha|ATPsynalpha|Blw|C-V-alpha|C-Va|CG3612|CValpha|CxV|Dmel\CG3612|l(2)01410|l(2)03972|l(2)59ABa|l(2)k00212|ms(2)01504|ms(2)Pry58F	bellwether	protein-coding
Insv_ChIPnexus_peak_229c	chr2L	1979109	1980073	+	396	NA	intron (NM_134789, intron 3 of 4)	intron (NM_134789, intron 3 of 4)	1164	NM_134789	33370	Dm.23834	NM_134789		CG15356	Dmel\CG15356|EMSY	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1694b	chr2L	13219129	13220072	+	396	NA	promoter-TSS (NM_135773)	promoter-TSS (NM_135773)	323	NM_135772	34719	Dm.13511	NM_135772		CG9426	Dmel\CG9426|Ipp	CG9426	protein-coding
Insv_ChIPnexus_peak_13459d	chrX	9058636	9059572	+	396	NA	promoter-TSS (NM_001298110)	promoter-TSS (NM_001298110)	-892	NM_001272447	45775	Dm.3139	NM_143765		mei-P26	AF145661|BcDNA:GH10646|CG12218|Dmel\CG12218|MEI-P26|Mei-P26|mei-p26	meiotic P26	protein-coding
Insv_ChIPnexus_peak_4992c	chr2R	17578380	17579382	+	396	NA	promoter-TSS (NM_001169772)	promoter-TSS (NM_001169772)	81	NM_001299763	8674001	Dm.30885	NM_001169772		CG42496	Dmel\CG42496|Dromel_CG30290_FBtr0071672_cx9c_uORF	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_4613	chr2R	14502465	14502622	+	395	NA	promoter-TSS (NM_137502)	promoter-TSS (NM_137502)	-20	NM_079061	37136	Dm.20392	NM_079061		mRpS28	BcDNA:RH13070|CG5497|Dmel\CG5497|MRP-S35|mrpS28	mitochondrial ribosomal protein S28	protein-coding
Insv_ChIPnexus_peak_13981	chrX	13889959	13890161	+	395	NA	promoter-TSS (NM_001169281)	promoter-TSS (NM_001169281)	-318	NM_001169281	32358	Dm.2088	NM_078595		ben	BEN|Ben|Bend|CG18319|Dmel\CG18319|UBC13|Ubc13|UbcD3|anon-WO03040301.242|nj-262|ubc13	bendless	protein-coding
Insv_ChIPnexus_peak_13121f	chrX	6594504	6595595	+	395	NA	intron (NM_001272360, intron 2 of 8)	intron (NM_001272360, intron 2 of 8)	1508	NM_001272360	31611		NM_132116		CG14441	Dmel\CG14441	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_8527a	chr3L	23681024	23681654	+	395	NA	intron (NM_001043162, intron 7 of 7)	intron (NM_001043162, intron 7 of 7)	3429	NR_125056	19835017		NR_125056		CR45174	Dmel\CR45174	ncRNA	ncRNA
Insv_ChIPnexus_peak_8645	chr3R	286180	286348	+	395	NA	intron (NM_001259977, intron 1 of 9)	intron (NM_001259977, intron 1 of 9)	2341	NM_001259978	40567	Dm.20885	NM_169001		CG31522	BcDNA:GH22993|BcDNA:LD10305|CG9798|Dmel\CG31522|anon-WO0118547.381	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_14175c	chrX	15769217	15770431	+	395	NA	TTS (NM_001169293)	TTS (NM_001169293)	5608	NM_132857	32546	Dm.7172	NM_132857		CG16952	Dmel\CG16952	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_14280g	chrX	16480389	16481997	+	395	NA	promoter-TSS (NM_132906)	promoter-TSS (NM_132906)	12	NM_167523	8674098	Dm.33523	NM_167523		CanA-14F	CG9819|CnnA14D|CnnA14D(I)|D27|DmCanA-14F|Dmel\CG9819|MRE12|PP2B|PpD27|canA-14F	Calcineurin A at 14F	protein-coding
Insv_ChIPnexus_peak_229b	chr2L	1979109	1980073	+	395	NA	intron (NM_134789, intron 3 of 4)	intron (NM_134789, intron 3 of 4)	1164	NM_134789	33370	Dm.23834	NM_134789		CG15356	Dmel\CG15356|EMSY	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_4881d	chr2R	16884093	16884970	+	394	NA	TTS (NM_057343)	TTS (NM_057343)	385	NM_166416	37379	Dm.13565	NM_137690		CG10543	Dmel\CG10543	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_13655b	chrX	11048674	11049348	+	394	NA	promoter-TSS (NM_001298185)	promoter-TSS (NM_001298185)	557	NM_132466	32057	Dm.4318	NM_132466		Dlic	CG1938|D-LIC|DLIC|DLIC2|Dlic2|Dmel\CG1938|dlic|dlic2|l(1)G0065|l(1)G0190	Dynein light intermediate chain	protein-coding
Insv_ChIPnexus_peak_3823d	chr2R	8883681	8884913	+	394	NA	promoter-TSS (NM_079002)	promoter-TSS (NM_079002)	291	NM_001274004	36432	Dm.2672	NM_079002		Su(z)2	Arp|CG3905|Dmel\CG3905|SU(Z)2|SUZ2|Su(Z)2|Su(z)2D|Su(z)3|Su(z)[[2]]|Suz2|l(2)k06344|su(z)2|su(z)3	Suppressor of zeste 2	protein-coding
Insv_ChIPnexus_peak_10210b	chr3R	12111542	12112233	+	394	NA	intron (NM_169711, intron 2 of 11)	intron (NM_169711, intron 2 of 11)	-3129	NM_001014627	49701	Dm.7006	NM_080202		gish	CG6963|CK1|CK1-gamma|CK1[[gamma]]|CK1gamma|CKI-related|CKIgamma|Dmel\CG6963|Gish|Hrr25|NEST:bs27c08|Spider|anon-WO0118547.425|ms(3)89B|spider	gilgamesh	protein-coding
Insv_ChIPnexus_peak_7812a	chr3L	18097458	18098000	+	394	NA	intron (NM_140770, intron 1 of 6)	intron (NM_140770, intron 1 of 6)	1520	NM_140770	40000	Dm.990	NM_140770		CG13698	Dmel\CG13698	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_12111	chr4	216007	216279	+	393	NA	non-coding (NR_123744, exon 1 of 1)	non-coding (NR_123744, exon 1 of 1)	785	NR_123744	19835575		NR_123744		CR44441	Dmel\CR44441|lincRNA.S8353	ncRNA	ncRNA
Insv_ChIPnexus_peak_9964b	chr3R	10341099	10341395	+	393	NA	3' UTR (NM_142112, exon 14 of 14)	3' UTR (NM_142112, exon 14 of 14)	-1517	NM_001104320	5740836	Dm.33392	NM_001104320		CG34273	Dmel\CG34273	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5118d	chr2R	18770152	18770735	+	393	NA	promoter-TSS (NM_137887)	promoter-TSS (NM_137887)	-230	NM_137887	37635	Dm.20731	NM_137887		EMC8-9	BcDNA:SD01117|CG3501|Dmel\CG3501|EMC8/9	ER Membrane protein Complex 8-9	protein-coding
Insv_ChIPnexus_peak_9740c	chr3R	8265018	8266117	+	393	NA	promoter-TSS (NM_206480)	promoter-TSS (NM_206480)	245	NM_144474	117369	Dm.7712	NM_144474		Desat1	BEST:SD05462|CG5887|Dmel\CG5887|Fad|anon-WO0118547.726|anon-WO0118547.730|desat|desat1|ds1|fad|l(3)S028813	Desaturase 1	protein-coding
Insv_ChIPnexus_peak_4644d	chr2R	14706827	14707897	+	393	NA	intron (NM_143773, intron 2 of 5)	intron (NM_143773, intron 2 of 5)	390	NM_143773	46038	Dm.7127	NM_143773		Phb2	CG15081|Dmel\CG15081|anon-WO0118547.157|anon-WO02079478.4|l (2) 03709|l(2)03709|phb2	Prohibitin 2	protein-coding
Insv_ChIPnexus_peak_1508	chr2L	11474026	11474244	+	393	NA	Intergenic	Intergenic	-10572	NM_001259056	34570	Dm.2686	NM_078825		sala	BcDNA:RE40068|CG4922|Dmel\CG4922|chr2L:11486634..11486740|nsal|sal	spalt-adjacent	protein-coding
Insv_ChIPnexus_peak_12948e	chrX	4979661	4980741	+	393	NA	5' UTR (NM_001144687, exon 1 of 28)	5' UTR (NM_001144687, exon 1 of 28)	409	NM_001144687	44531		NM_167028		rg	AKAP|Akap550|CG15464|CG15465/CG6775|CG15466|CG44835|CG6775|DAKAP550|Dmel\CG44835|Dmel_CG15464|Dmel_CG6775|fas	rugose	protein-coding
Insv_ChIPnexus_peak_3353	chr2R	5798252	5798415	+	392	NA	promoter-TSS (NM_136692)	promoter-TSS (NM_136692)	-65	NM_001259302	36031	Dm.26258	NM_136692		Etf-QO	CG 12140|CG12140|Dmel\CG12140|ETF:QO|ETFD|ETFDH	Electron transfer flavoprotein-ubiquinone oxidoreductase	protein-coding
Insv_ChIPnexus_peak_14792c	chrX	21476720	21477022	+	392	NA	promoter-TSS (NM_167760)	promoter-TSS (NM_167760)	-580	NM_167758	49953	Dm.7659	NM_143888		GCS2alpha	BcDNA:GH04962|CG14476|Dmel\CG14476|clot#312	Glucosidase 2 alpha subunit	protein-coding
Insv_ChIPnexus_peak_7217a	chr3L	14024716	14025475	+	392	NA	promoter-TSS (NM_140427)	promoter-TSS (NM_140427)	-79	NM_001300137	39555	Dm.29512	NM_140428		CG6650	0670/06|Dmel\CG6650|anon-WO0172774.121|anon-WO0172774.122|anon-WO0172774.123|l(3)067006|l(3)S067006	CG6650	protein-coding
