PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q5_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q5_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Insv_ChIPnexus_peak_2360	chr2L	19453422	19453684	+	197	NA	promoter-TSS (NM_057412)	promoter-TSS (NM_057412)	-63	NM_057412	35225	Dm.22886	NM_057412		Top2	CG10223|CHRAC|Dmel\CG10223|TOP2|TOPO II|TOPOII|TopII|Topo II|TopoII|dCHRAC|dTopoII|suo|top2|topo II|topoII	Topoisomerase 2	protein-coding
Insv_ChIPnexus_peak_8836a	chr3R	1448803	1449008	+	197	NA	promoter-TSS (NM_141302)	promoter-TSS (NM_141302)	-32	NM_141302	40686	Dm.4016	NM_141302		CG2911	Dmel\CG2911	CG2911	protein-coding
Insv_ChIPnexus_peak_585	chr2L	5036178	5036379	+	197	NA	intron (NM_164615, intron 8 of 8)	intron (NM_164615, intron 8 of 8)	-1431	NM_144359	53471	Dm.20502	NM_144359		SP555	BcDNA:AT09933|CG14041|Dmel\CG14041|NEST:bs13e02|dmSSBa	SP555	protein-coding
Insv_ChIPnexus_peak_3011	chr2R	3141989	3142159	+	197	NA	promoter-TSS (NR_124448)	promoter-TSS (NR_124448)	-33	NR_124448	19835573		NR_124448		CR45280	Dmel\CR45280	ncRNA	ncRNA
Insv_ChIPnexus_peak_6254	chr3L	5870100	5870323	+	197	NA	Intergenic	Intergenic	3579	NM_139736	38659	Dm.27058	NM_139736		CG18586	Dmel\CG18586	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7293	chr3L	14454269	14454472	+	196	NA	intron (NM_001259826, intron 4 of 8)	intron (NM_001259826, intron 4 of 8)	-12697	NM_140447	39583	Dm.13627	NM_140447		bbg	BBG|C96|CG42230|CG9587|CG9598|Dmel\CG42230|Dmel_CG9587|Dmel_CG9598	big bang	protein-coding
Insv_ChIPnexus_peak_2315	chr2L	19166030	19166302	+	196	NA	5' UTR (NM_134302, exon 2 of 3)	5' UTR (NM_134302, exon 2 of 3)	299	NM_001299154	35197	Dm.6426	NM_057597		brat	BRAT|Brat|CG10719|Cf|Dmel\CG10719|E60|anon-37CDa|fs(2)ltoPM43|l(2)37Cf|l(2)E60|l(2)brat|lincRNA.S1565	brain tumor	protein-coding
Insv_ChIPnexus_peak_7994e	chr3L	19611296	19612098	+	196	NA	promoter-TSS (NM_140878)	promoter-TSS (NM_140878)	-76	NM_140878	40140	Dm.4125	NM_140878		l(3)76BDm	CG8793|Dmel\CG8793|l(3)L3809	lethal (3) 76BDm	protein-coding
Insv_ChIPnexus_peak_12536	chrX	1172887	1173010	+	196	NA	Intergenic	Intergenic	-3631	NM_001297840	43867		NM_138988		Atf3	A3-3|ATF3|CG11405|DM11|Dmel\CG11405|EG:33C11.1|atf3|dATF3	Activating transcription factor 3	protein-coding
Insv_ChIPnexus_peak_9729a	chr3R	8209588	8209839	+	196	NA	promoter-TSS (NM_001144568)	promoter-TSS (NM_001144568)	-339	NM_001144568	41512	Dm.19102	NM_141926		GstD11	BcDNA:RE72392|CG17639|DmGSTD11|Dmel\CG17639|GSTD11|cg17639|gstd11	Glutathione S transferase D11	protein-coding
Insv_ChIPnexus_peak_5734b	chr3L	1350496	1351229	+	196	NA	promoter-TSS (NM_138261)	promoter-TSS (NM_138261)	-254	NM_001274325	38161	Dm.807	NM_138261		312	BEST:CK01660|CG9166|Dmel\CG9166	312	protein-coding
Insv_ChIPnexus_peak_10319b	chr3R	12799209	12799393	+	196	NA	Intergenic	Intergenic	-1343	NM_206498	47763	Dm.1763	NM_080157		Abd-B	9|ABD-B|ABDB|Abd B|Abd-b|Abd0B|AbdB|AbdB(CA)[[26]]|AbdB-I|AbdB-II|AbdBm|Abdb|AdbB|BX-C|CG10291|CG11648|DROABDB|DmAbdB|Dmel\CG11648|Droabdb|FAB|Fab-6|Fab-7|Fab-8|Fab7|IAB 5|IAB5|IAB7|IAB8|Iab-7|MCP|Mc|Mcp|Sab|Tab|Uab-5[Sab]|abd-B|abdB|bex|iab|iab-5|iab-6|iab-7|iab-8|iab5|iab6|iab7|iab8|iab8.9|iab9|l(3)89Ed|pH189|tuh-3|twig	Abdominal B	protein-coding
Insv_ChIPnexus_peak_10270b	chr3R	12544562	12546074	+	196	NA	intron (NM_169728, intron 1 of 2)	intron (NM_169728, intron 1 of 2)	14830	NM_169730	42034	Dm.21668	NM_080500		Ubx	BX-C|Bxl|CG10388|Cbx|DUbx|Dm Ubx|DmUbx|Dmel\CG10388|Hm|UBX|UBx|Uab|Ubx1b|abx|bx|bx[D]|bxd|bxd[D]|bxl|l(3)89Eb|pbx|ubx	Ultrabithorax	protein-coding
Insv_ChIPnexus_peak_9463a	chr3R	6175752	6176014	+	196	NA	promoter-TSS (NM_079578)	promoter-TSS (NM_079578)	-21	NM_079578	41265	Dm.3109	NM_079578		jumu	5295|CG4029|Dmel\CG4029|Dmjumu|Dom|Dwhn|E(var)631|Jumeau|Jumu|Scim31|Whn|jumeaux|jumu/Dom|l(3)06142|l(3)06439	jumeau	protein-coding
Insv_ChIPnexus_peak_11478a	chr3R	22397572	22397781	+	196	NA	intron (NM_001276058, intron 1 of 17)	intron (NM_001276058, intron 1 of 17)	3341	NM_001276058	44448	Dm.16441	NM_080015		scrib	0424/05|CG31082|CG42614|CG43398|CG5462|CG5467|CT17324|Dmel\CG43398|Dmel_CG31082|Dmel_CG42614|Dmel_CG5462|Dmel_CG5467|MENE (3R)-F|SCR|Scb|Scrb|Scrib|ird|ird15|l(3)673|l(3)S042405|l(3)c00119|l(3)j7B3|scrb|smi97B|vart	scribbled	protein-coding
Insv_ChIPnexus_peak_3443b	chr2R	6446896	6447420	+	196	NA	intron (NM_165790, intron 1 of 10)	intron (NM_165790, intron 1 of 10)	1765	NM_001014520	36118	Dm.7369	NM_078962		psq	BTB-V|BtbV|CG2368|Dmel\CG2368|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep	pipsqueak	protein-coding
Insv_ChIPnexus_peak_258	chr2L	2221070	2221225	+	196	NA	promoter-TSS (NM_134813)	promoter-TSS (NM_134813)	399	NM_164461	33401	Dm.7175	NM_134813		papi	CG7082|Dmel\CG7082|PAPI|Papi|cg7082	papi	protein-coding
Insv_ChIPnexus_peak_1484b	chr2L	11268930	11269227	+	196	NA	promoter-TSS (NM_001032076)	promoter-TSS (NM_001032076)	-76	NM_001273453	53561	Dm.12764	NM_080254		cmet	CENP-E|CENP-E meta|CENP-META|CENP-Meta|CENPE|CENPmeta|CG6392|Cenp-E|Cenp-M|Cenp-meta|Cenp_E|Cmet|DmCmet|DmCmeta|Dmel\CG6392|KIF 10|KIF10|l(2)04431	CENP-meta	protein-coding
Insv_ChIPnexus_peak_11744b	chr3R	25496581	25496875	+	196	NA	promoter-TSS (NM_001300657)	promoter-TSS (NM_001300657)	-651	NM_143450	43488	Dm.6760	NM_143450		Obp99a	99a|BcDNA:RH70762|CG18111|DmelObp99a|Dmel\CG18111|OBP99a	Odorant-binding protein 99a	protein-coding
Insv_ChIPnexus_peak_7	chr2L	35573	35883	+	196	NA	intron (NM_164353, intron 4 of 12)	intron (NM_164353, intron 4 of 12)	-10573	NM_001103573	33157	Dm.32762	NM_001103573		Ir21a	CG2657|CT8983|DmelIR21a|Dmel\CG2657|IR21a|ir21a	Ionotropic receptor 21a	protein-coding
Insv_ChIPnexus_peak_6091a	chr3L	4133915	4134182	+	196	NA	TTS (NM_079191)	TTS (NM_079191)	502	NM_001104028	38491	Dm.14813	NM_139604		ens	CG14998|Dm-308|Dmel\CG14998|ensc|swoosh	ensconsin	protein-coding
Insv_ChIPnexus_peak_11751	chr3R	25541853	25541954	+	196	NA	promoter-TSS (NM_001260430)	promoter-TSS (NM_001260430)	646	NM_143456	43497	Dm.19655	NM_143456		Obp99b	99b|BcDNA:LP06572|CG7592|DmelObp99b|Dmel\CG7592|OBP99b|Obp99d|obp99b|tsx	Odorant-binding protein 99b	protein-coding
Insv_ChIPnexus_peak_6711b	chr3L	9672080	9672348	+	195	NA	promoter-TSS (NM_140086)	promoter-TSS (NM_140086)	-11	NM_168357	39122	Dm.1919	NM_168356		fry	CG14171|CG32045|CG6774|CG6780|Dmel\CG32045|Fry|RE-B|SS3-7|l(3)02240|yeti	furry	protein-coding
Insv_ChIPnexus_peak_4150b	chr2R	11132519	11132661	+	195	NA	Intergenic	Intergenic	-3496	NM_144119	2768836	Dm.19933	NM_144119		Fs	CG12955|CG12956|CG33466|Dmel\CG33466|Fol1|dFS|dFol1|dfs|fs	Follistatin	protein-coding
Insv_ChIPnexus_peak_10593	chr3R	14896561	14896900	+	195	NA	intron (NM_001260262, intron 2 of 8)	intron (NM_001260262, intron 2 of 8)	12988	NR_133418	26067360		NR_133418		CR46041	Dmel\CR46041	ncRNA	ncRNA
Insv_ChIPnexus_peak_6423b	chr3L	7354120	7354486	+	195	NA	promoter-TSS (NM_168207)	promoter-TSS (NM_168207)	642	NM_139854	38819	Dm.14937	NM_139854		Sec63	CG8583|Dmel\CG8583|anon-WO0118547.333|peg|sec63	Secretory 63	protein-coding
Insv_ChIPnexus_peak_1237b	chr2L	9576658	9576906	+	195	NA	promoter-TSS (NM_135455)	promoter-TSS (NM_135455)	-13	NM_164860	34276	Dm.6965	NM_135455		Mtpalpha	BcDNA:GH12558|CG 4389|CG4389|Dmel\CG4389	Mitochondrial trifunctional protein alpha subunit	protein-coding
Insv_ChIPnexus_peak_4093	chr2R	10687129	10687248	+	195	NA	promoter-TSS (NM_137146)	promoter-TSS (NM_137146)	-727	NM_137146	45318	Dm.1803	NM_080074		kn	CG10197|Col|Col/Kn|DmCOE|Dmel\CG10197|Kn|Knot|coe|col|collier	knot	protein-coding
Insv_ChIPnexus_peak_13753b	chrX	11753547	11753793	+	195	NA	intron (NM_001272537, intron 1 of 3)	intron (NM_001272537, intron 1 of 3)	4615	NM_001272537	32142	Dm.18759	NM_132528		ATP7	CG1886|DmATP7|Dmel\CG1886|dmATP7|lincRNA.S9122	ATP7	protein-coding
Insv_ChIPnexus_peak_12131b	chr4	427495	427872	+	195	NA	Intergenic	Intergenic	-6292	NR_144673	30522422		NR_144673		mir-9385	CR46291|Dmel\CR46291	mir-9385 stem loop	ncRNA
Insv_ChIPnexus_peak_7936	chr3L	19063306	19063596	+	195	NA	intron (NM_001275102, intron 1 of 4)	intron (NM_001275102, intron 1 of 4)	2045	NM_168785	40081	Dm.3967	NM_140830		Mkp3	CG14080|CG14081|DMKP-3|Dmel\CG14080|Dmkp3|MKP3|dMKP3|mkp-3|mkp3	Mitogen-activated protein kinase phosphatase 3	protein-coding
Insv_ChIPnexus_peak_10183	chr3R	12006295	12006425	+	195	NA	promoter-TSS (NM_001038967)	promoter-TSS (NM_001038967)	-382	NM_142270	41964		NM_142270		CG8927	Dmel\CG8927	CG8927	protein-coding
Insv_ChIPnexus_peak_10913c	chr3R	17466177	17466616	+	195	NA	intron (NM_169961, intron 2 of 7)	intron (NM_169961, intron 2 of 7)	2022	NR_133432	26067374		NR_133432		CR46056	Dmel\CR46056	ncRNA	ncRNA
Insv_ChIPnexus_peak_10885	chr3R	17346061	17346238	+	194	NA	promoter-TSS (NM_001170205)	promoter-TSS (NM_001170205)	-501	NM_001170205	42545	Dm.13972	NM_142715		CG7956	Dmel\CG7956	CG7956	protein-coding
Insv_ChIPnexus_peak_7337	chr3L	14664780	14664911	+	194	NA	TTS (NM_079347)	TTS (NM_079347)	692	NM_001259829	12798254	Dm.38532	NM_001259829		CG43121	Dmel\CG43121	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_10199	chr3R	12086120	12086516	+	194	NA	TTS (NM_080257)	TTS (NM_080257)	3499	NM_080257	53565	Dm.1727	NM_080257		bor	ATAD3A|Bor|CG6815|CP89BC|Dmel\CG6815|dATAD3A	belphegor	protein-coding
Insv_ChIPnexus_peak_3099a	chr2R	3693841	3694074	+	194	NA	promoter-TSS (NM_136480)	promoter-TSS (NM_136480)	-32	NM_078928	35731	Dm.4302	NM_078928		sax	Bkr43E|Brk43E|CG1891|Dmel\CG1891|SAX|STK-B|Sa|Sax	saxophone	protein-coding
Insv_ChIPnexus_peak_8754c	chr3R	976291	976674	+	194	NA	promoter-TSS (NM_001300240)	promoter-TSS (NM_001300240)	-148	NM_001300240	40619		NM_001043212		dpr16	CG12591|CT34444|Dmel\CG12591|Dpr-16|Dpr16|mdcds_51595	defective proboscis extension response 16	protein-coding
Insv_ChIPnexus_peak_13716	chrX	11520807	11521057	+	194	NA	intron (NM_167292, intron 2 of 12)	intron (NM_167292, intron 2 of 12)	4884	NM_001144715	32115	Dm.7386	NM_167292		Ptp10D	10D|CG1817|CT4920|DPTP|DPTP10D|DPTP[[10D]]|Dmel\CG1817|PTP10D|Ptp10|R-PTP 10D|dptp|ptp10D|ptp10d	Protein tyrosine phosphatase 10D	protein-coding
Insv_ChIPnexus_peak_12359	chrU	7425625	7425735	+	194	NA	Intergenic	ROVER-I_DM|LTR|Gypsy	20107	NR_004002	5740730		NR_004002		CR40611	Dmel\CR40611	ribosomal RNA	rRNA
Insv_ChIPnexus_peak_2967	chr2R	2745889	2746040	+	194	NA	Intergenic	Intergenic	8622	NM_165494	35596	Dm.11616	NM_136398		coro	CG9446|Dmel\CG9446|l(2)k08011	coro	protein-coding
Insv_ChIPnexus_peak_8075b	chr3L	20134030	20134418	+	194	NA	promoter-TSS (NM_140924)	promoter-TSS (NM_140924)	-517	NM_140924	40204	Dm.23541	NM_140924		CG7328	Dmel\CG7328	CG7328	protein-coding
Insv_ChIPnexus_peak_1432	chr2L	10699803	10699990	+	194	NA	exon (NM_078816, exon 5 of 5)	exon (NM_078816, exon 5 of 5)	1648	NM_078816	43973	Dm.6707	NM_078816		Lip1	CG7279|Dmel\CG7279|Dmlip1|LIP1Dm|Lip|dLip1|dilp1|lip1	Lipase 1	protein-coding
Insv_ChIPnexus_peak_11784	chr3R	25729837	25729945	+	194	NA	promoter-TSS (NM_143488)	promoter-TSS (NM_143488)	-344	NM_143488	43537		NM_143488		CG15517	Dmel\CG15517	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_13937	chrX	13421347	13421515	+	194	NA	promoter-TSS (NM_132666)	promoter-TSS (NM_132666)	-608	NM_132666	32307		NM_132666		CG15754	Dmel\CG15754	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5298	chr2R	20046802	20046931	+	194	NA	promoter-TSS (NM_001169814)	promoter-TSS (NM_001169814)	-31	NM_001169813	8674104	Dm.768	NM_001169813		CG42568	CG12240|CG13571|Dmel\CG42568	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1724	chr2L	13500556	13500680	+	194	NA	TTS (NM_001201869)	TTS (NM_001201869)	4533	NM_165045	326165	Dm.6262	NM_165045		CG42784	BcDNA:GH04046|BcDNA:HL01958|CG16850|CG16850/CG31846|CG16851|CG31846|CG31847|CR31846|Dm_2L:67149|Dmel\CG42784|Dmel_CG16850|Dmel_CG31846|Dmel_CG31847|Dmel_CR31846|mdcds_2231	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_12940b	chrX	4940910	4941510	+	194	NA	intron (NR_123794, intron 1 of 3)	intron (NR_123794, intron 1 of 3)	-1096	NM_001169202	31429	Dm.1677	NM_080338		ovo	CG15467|CG6824|Dmel\CG6824|Fs(1)K1103|Fs(1)K1237|Fs(1)K155|OVO|Ovo|Ovo-D|Shv|Svb|Svb/Ovo|fs(1)K1237|fs(1)M1|fs(1)M38|ovo/shavenbaby|ovo/svb|ovoD|svb	ovo	protein-coding
Insv_ChIPnexus_peak_8914b	chr3R	2080295	2080504	+	194	NA	promoter-TSS (NM_141370)	promoter-TSS (NM_141370)	-498	NM_141370	40762	Dm.27217	NM_141370		Osi8	CG15591|Dmel\CG15591	Osiris 8	protein-coding
Insv_ChIPnexus_peak_9028	chr3R	2875132	2875274	+	194	NA	Intergenic	Intergenic	-2854	NM_058000	40836	Dm.1082	NM_058000		Sodh-1	BG:DS00464.2|CG1982|DM_7298873|Dmel\CG1982|Sdh-1|Sodh	Sorbitol dehydrogenase 1	protein-coding
Insv_ChIPnexus_peak_5779	chr3L	1630088	1630192	+	194	NA	promoter-TSS (NM_079161)	promoter-TSS (NM_079161)	-839	NM_079161	38194	Dm.814	NM_079161		GC	CG13927|DgammaC|Dmel\CG13927|dGC|dgammaC|gammaC	gamma-glutamyl carboxylase	protein-coding
Insv_ChIPnexus_peak_8006	chr3L	19655087	19655336	+	194	NA	intron (NM_140883, intron 1 of 8)	intron (NM_140883, intron 1 of 8)	1553	NM_001275130	40146	Dm.5485	NM_140883		tey	CG8780|Dmel\CG8780	teyrha-meyrha	protein-coding
Insv_ChIPnexus_peak_5144	chr2R	18971018	18971246	+	194	NA	TTS (NM_079094)	TTS (NM_079094)	1406	NM_079094	117484	Dm.26368	NM_079094		Gr59b	CG13537|CG30191|Dmel\CG30191|GR59C.2|GR59b|Gr59C1|Gr59D3	Gustatory receptor 59b	protein-coding
Insv_ChIPnexus_peak_12998a	chrX	5592487	5592827	+	194	NA	promoter-TSS (NM_001169207)	promoter-TSS (NM_001169207)	67	NM_132019	31490	Dm.13429	NM_132019		CG4096	CT13580|Dmel\CG4096	CG4096	protein-coding
Insv_ChIPnexus_peak_12341	chrU	5698107	5698283	+	194	NA	Intergenic	Intergenic	-30582	NR_004012	5740830		NR_004012		CR40594	Dmel\CR40594	ribosomal RNA	rRNA
Insv_ChIPnexus_peak_6168	chr3L	4805910	4806023	+	194	NA	promoter-TSS (NM_139674)	promoter-TSS (NM_139674)	-692	NM_139674	38579	Dm.4680	NM_139674		CG7509	CT1509|Dmel\CG7509|tartan/capricious-like	CG7509	protein-coding
Insv_ChIPnexus_peak_7657b	chr3L	16723814	16724007	+	194	NA	promoter-TSS (NM_057485)	promoter-TSS (NM_057485)	8	NM_057485	39871	Dm.3199	NM_057485		Dbp73D	CG9680|DBP73D|DmRH7|Dmel\CG9680	Dead box protein 73D	protein-coding
Insv_ChIPnexus_peak_2910	chr2R	2381831	2382060	+	194	NA	Intergenic	Intergenic	7332	NR_133106	26067392		NR_133106		CR46075	Dmel\CR46075|lincRNA.255	ncRNA	ncRNA
Insv_ChIPnexus_peak_6807a	chr3L	10730252	10730566	+	194	NA	Intergenic	Intergenic	-34616	NM_001274759	12798172	Dm.33178	NM_001259780		CG43245	Dmel\CG43245	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1303	chr2L	10002426	10002620	+	194	NA	5' UTR (NM_001201837, exon 1 of 4)	5' UTR (NM_001201837, exon 1 of 4)	213	NM_001259029	318996	Dm.5569	NM_164884		CG31875	BcDNA:AT29184|CG5831|Desr|Dmel\CG31875	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_12892b	chrX	4448211	4448336	+	194	NA	promoter-TSS (NM_131943)	promoter-TSS (NM_131943)	-43	NM_131943	31388	Dm.3765	NM_131943		CG11444	Dmel\CG11444	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7691	chr3L	16948388	16948626	+	194	NA	promoter-TSS (NM_176341)	promoter-TSS (NM_176341)	-93	NM_176341	39899	Dm.18613	NM_168701		Nc73EF	141810_at|CG11661|Dmel\CG11661|E1|FBgn0036682|Nc73eF|anon-WO0118547.329	Neural conserved at 73EF	protein-coding
Insv_ChIPnexus_peak_8555	chr3LHet	363973	364252	+	194	NA	Intergenic	Intergenic	-46350	NM_001170374	8673970	Dm.30722	NM_001170374		CG40472	CR40472|Dmel\CG40472|ND-AGGGL	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7103	chr3L	12854740	12854870	+	194	NA	promoter-TSS (NM_001274860)	promoter-TSS (NM_001274860)	-400	NM_168526	317856		NM_168526		CG32107	Dmel\CG32107	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_11916	chr3R	26815765	26815960	+	194	NA	promoter-TSS (NM_170532)	promoter-TSS (NM_170532)	-134	NM_170532	318554	Dm.33607	NM_170532		CG31008	BEST:GH26101|Dmel\CG31008|bs08f11.y1	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1077a	chr2L	8478104	8478253	+	194	NA	promoter-TSS (NM_001201800)	promoter-TSS (NM_001201800)	-527	NM_001201800	34179	Dm.357	NM_001201800		d	29C3-D1|29CD|AAF52683|CG10595|CG13087|CG31610|CG42840|D|DmMyo20|Dmel\CG42840|Dmel_CG10595|Dmel_CG13087|Ds|Myo29D|Myo3A|anon-EST:Liang-1.78|clone 1.78|l(2)c00146	dachs	protein-coding
Insv_ChIPnexus_peak_5704	chr3L	1033529	1033720	+	194	NA	intron (NM_143703, intron 2 of 16)	intron (NM_143703, intron 2 of 16)	-1073	NM_138231	38113	Dm.20739	NM_138231		CG9205	Dmel\CG9205	CG9205	protein-coding
Insv_ChIPnexus_peak_9598h	chr3R	7169716	7171569	+	194	NA	intron (NM_001260115, intron 2 of 7)	intron (NM_001260115, intron 2 of 7)	3503	NM_141808	41361	Dm.5100	NM_141808		KP78b	CG17216|Dmel\CG17216|KP78B|Kp78B|Kp78b	KP78b	protein-coding
Insv_ChIPnexus_peak_2547	chr2L	20851729	20851833	+	194	NA	promoter-TSS (NM_136223)	promoter-TSS (NM_136223)	-797	NM_136223	35353	Dm.12145	NM_136223		twit	BcDNA:LD40063|CG9335|Dmel\CG9335	target of wit	protein-coding
Insv_ChIPnexus_peak_9916	chr3R	9914618	9914802	+	194	NA	promoter-TSS (NM_142074)	promoter-TSS (NM_142074)	-529	NM_142074	41710	Dm.5209	NM_142074		Npc2b	CG3153|CT10556|DmML2|Dmel\CG3153|NPC2|npc2b	Niemann-Pick type C-2b	protein-coding
Insv_ChIPnexus_peak_12287	chrU	1317484	1317630	+	194	NA	exon (NM_001110549, exon 2 of 7)	exon (NM_001110549, exon 2 of 7)	74917	NM_001201533	5740294	Dm.29343	NM_001110549		CG41520	CG17443|CG40067|CG40109|Dmel\CG41520	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_12071	chr3RHet	2107121	2107327	+	194	NA	Intergenic	ROVER-I_DM|LTR|Gypsy	51533	NM_001110990	5740359		NM_001110990		spok	307a2p|CG40123|CG41624|CYP307A2|Cyp307a2|Cyp307a2Psi|Cyp307a2p|Dmel\CG41624|Dmspok|spo2	spookier	protein-coding
Insv_ChIPnexus_peak_9300e	chr3R	5054478	5055477	+	194	NA	intron (NR_125121, intron 1 of 2)	intron (NR_125121, intron 1 of 2)	1122	NR_125121	19835603		NR_125121		CR45196	Dmel\CR45196	ncRNA	ncRNA
Insv_ChIPnexus_peak_7011	chr3L	12223885	12223980	+	194	NA	intron (NM_001259803, intron 2 of 9)	intron (NM_001259803, intron 2 of 9)	-6557	NM_001259802	39399	Dm.5785	NM_140304		app	CG17144|CG42318|CG5620|CR32097|Dmel\CG42318|Dmel_CG17144|Dmel_CG5620	approximated	protein-coding
Insv_ChIPnexus_peak_758b	chr2L	6424224	6424406	+	194	NA	promoter-TSS (NM_135182)	promoter-TSS (NM_135182)	-21	NM_135182	33897	Dm.11352	NM_135182		Fic	CG9523|Dmel\CG9523|l(2)k11101	Fic domain-containing protein	protein-coding
Insv_ChIPnexus_peak_8761b	chr3R	1029531	1029846	+	194	NA	intron (NM_169025, intron 1 of 16)	intron (NM_169025, intron 1 of 16)	-5668	NM_001275342	40620	Dm.4251	NM_079508		cno	AF-6|CG2534|CG31537|CG42312|Canoe|Cno|Dmel\CG42312|Dmel_CG2534|Dmel_CG31537|EC3-10|anon-WO0172774.47|cno?|dlhA|lip|mis	canoe	protein-coding
Insv_ChIPnexus_peak_7615	chr3L	16476662	16476823	+	194	NA	promoter-TSS (NM_079383)	promoter-TSS (NM_079383)	8	NM_079383	39833	Dm.2987	NM_079383		aos	Aos|Argos|CG4531|DmAos|Dmel\CG4531|arg|gil|l(3)05845|l(3)05959|l(3)j5E11|l(3)rJ472|l(3)rJ812|l(3)rQ526|rlt|sty	argos	protein-coding
Insv_ChIPnexus_peak_11911a	chr3R	26724460	26724601	+	194	NA	intron (NM_079859, intron 5 of 7)	intron (NM_079859, intron 5 of 7)	2627	NM_206590	2768693	Dm.24173	NM_206590		CG33483	Dmel\CG33483	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_6274	chr3L	5960039	5960220	+	194	NA	TTS (NM_139749)	TTS (NM_139749)	8978	NM_001274529	38674	Dm.860	NM_139749		CG10479	Dmel\CG10479	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2016	chr2L	16415698	16415783	+	194	NA	intron (NM_135950, intron 1 of 3)	intron (NM_135950, intron 1 of 3)	2144	NR_003760	5740327	Dm.34513	NR_003760		snoRNA:Me28S-A2958	CR34666|Dmel\CR34666|Me28S-Am2958	ncRNA	ncRNA
Insv_ChIPnexus_peak_7587	chr3L	16341079	16341198	+	194	NA	promoter-TSS (NM_079380)	promoter-TSS (NM_079380)	-36	NM_079380	39809	Dm.5677	NM_079380		mRpS34	CG13037|CG42648|Dmel\CG42648|Dmel_CG13037|MRP-S34	mitochondrial ribosomal protein S34	protein-coding
Insv_ChIPnexus_peak_6927	chr3L	11504413	11504615	+	194	NA	promoter-TSS (NM_079300)	promoter-TSS (NM_079300)	-807	NM_079300	39288		NM_079300		Sgs3	68C GII|CG11720|DMSGS378|Dmel\CG11720|Glue|Muc68Cb|SGS-3|SGS378|Sgs|Sgs-3|sgs-3|sgs3	Salivary gland secretion 3	protein-coding
Insv_ChIPnexus_peak_12550	chrX	1286933	1287106	+	194	NA	promoter-TSS (NM_130554)	promoter-TSS (NM_130554)	-68	NM_001272203	31090	Dm.12	NM_130554		CG11448	Dmel\CG11448|EG:132E8.4	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_4046	chr2R	10220280	10220587	+	194	NA	intron (NM_166047, intron 1 of 3)	intron (NM_166047, intron 1 of 3)	544	NM_166047	36592	Dm.2231	NM_137108		Shroom	CG13942|CG13944|CG34379|CG8603|Dmel\CG34379|Dmel_CG13942|Dmel_CG8603|Shrm|Shrooom|dShrm|dmShroom	shroom	protein-coding
Insv_ChIPnexus_peak_9747	chr3R	8303121	8303218	+	194	NA	non-coding (NR_002020, exon 1 of 2)	non-coding (NR_002020, exon 1 of 2)	820	NR_002020	3772597		NR_002020		alphagamma-element:CR32865	CR32865|Dmel\CR32865	ncRNA	ncRNA
Insv_ChIPnexus_peak_5167	chr2R	19160018	19160220	+	194	NA	exon (NM_001299831, exon 4 of 7)	exon (NM_001299831, exon 4 of 7)	1203	NM_001299831	37687	Dm.3857	NM_166589		ord	CG3134|Dmel\CG3134|ORD|Ord	orientation disruptor	protein-coding
Insv_ChIPnexus_peak_10961b	chr3R	17959432	17959668	+	193	NA	promoter-TSS (NM_001043277)	promoter-TSS (NM_001043277)	-2	NM_001260304	42601	Dm.13728	NM_169997		SKIP	CG13863|CG13864|CG31163|CG5736|CG7086|CG7087|Dmel\CG31163	Shal K[+] channel interacting protein	protein-coding
Insv_ChIPnexus_peak_9109a	chr3R	3635931	3636295	+	193	NA	promoter-TSS (NM_141483)	promoter-TSS (NM_141483)	-141	NM_169194	40925	Dm.20783	NM_169194		sgll	CG2649|CG31472|Dmel\CG31472|dPNPO	sugarlethal	protein-coding
